Index,X_mm,Z_mm,Intensity,Valid
806,-0.21482,0.131223,180,1
807,-0.21242,0.131206,177,1
808,-0.210019,0.131121,177,1
809,-0.207619,0.131206,178,1
810,-0.205219,0.131104,180,1
811,-0.202819,0.131053,177,1
812,-0.200419,0.131291,182,1
813,-0.198018,0.131444,184,1
814,-0.195618,0.131427,177,1
815,-0.193218,0.13141,175,1
816,-0.190818,0.131699,172,1
817,-0.188417,0.132039,181,1
818,-0.186017,0.131767,184,1
819,-0.183617,0.131512,185,1
820,-0.181217,0.131665,174,1
821,-0.178817,0.131308,167,1
822,-0.176416,0.131223,175,1
823,-0.174016,0.131121,182,1
824,-0.171616,0.131682,192,1
825,-0.169216,0.131376,187,1
826,-0.166815,0.131733,189,1
827,-0.164415,0.131716,190,1
828,-0.162015,0.131478,187,1
829,-0.159615,0.13175,184,1
830,-0.157215,0.131597,179,1
831,-0.154814,0.131274,177,1
832,-0.152414,0.131325,176,1
833,-0.150014,0.131495,174,1
834,-0.147614,0.131699,171,1
835,-0.145213,0.131648,167,1
836,-0.142813,0.13158,164,1
837,-0.140413,0.131325,160,1
838,-0.138013,0.131376,157,1
839,-0.135613,0.131461,161,1
840,-0.133212,0.131376,161,1
841,-0.130812,0.13124,163,1
842,-0.128412,0.131223,171,1
843,-0.126012,0.131155,175,1
844,-0.123611,0.130985,172,1
845,-0.121211,0.130968,173,1
846,-0.118811,0.130764,177,1
847,-0.116411,0.130696,180,1
848,-0.114011,0.130883,182,1
849,-0.11161,0.130951,184,1
850,-0.10921,0.130798,183,1
851,-0.10681,0.130645,178,1
852,-0.10441,0.130866,176,1
853,-0.102009,0.131138,180,1
854,-0.0996092,0.131257,183,1
855,-0.097209,0.131359,183,1
856,-0.0948088,0.131529,183,1
857,-0.0924086,0.131495,179,1
858,-0.0900083,0.131342,177,1
859,-0.0876081,0.131495,182,1
860,-0.0852079,0.131614,185,1
861,-0.0828077,0.131359,184,1
862,-0.0804074,0.13107,180,1
863,-0.0780072,0.131036,178,1
864,-0.075607,0.130985,177,1
865,-0.0732068,0.130968,179,1
866,-0.0708065,0.13124,184,1
867,-0.0684063,0.131597,189,1
868,-0.0660061,0.131546,185,1
869,-0.0636059,0.131427,178,1
870,-0.0612057,0.131495,177,1
871,-0.0588054,0.131189,178,1
872,-0.0564052,0.130832,173,1
873,-0.054005,0.130934,170,1
874,-0.0516048,0.131019,171,1
875,-0.0492045,0.131206,180,1
876,-0.0468043,0.131274,181,1
877,-0.0444041,0.131308,182,1
878,-0.0420039,0.131291,188,1
879,-0.0396036,0.131614,194,1
880,-0.0372034,0.131359,188,1
881,-0.0348032,0.131172,186,1
882,-0.032403,0.131257,191,1
883,-0.0300027,0.131189,187,1
884,-0.0276025,0.131019,184,1
885,-0.0252023,0.130781,183,1
886,-0.0228021,0.130696,188,1
887,-0.0204019,0.130798,187,1
888,-0.0180016,0.131104,189,1
889,-0.0156014,0.131087,188,1
890,-0.0132012,0.130696,180,1
891,-0.010801,0.13073,181,1
892,-0.00840074,0.130849,178,1
893,-0.00600052,0.130985,174,1
894,-0.00360029,0.131019,179,1
895,-0.00120007,0.131121,182,1
896,0.00120015,0.131036,180,1
897,0.00360038,0.131087,183,1
898,0.0060006,0.130849,178,1
899,0.00840082,0.131172,184,1
900,0.010801,0.131155,188,1
901,0.0132013,0.130594,191,1
902,0.0156015,0.13073,195,1
903,0.0180017,0.130951,196,1
904,0.0204019,0.130951,194,1
905,0.0228022,0.130951,190,1
906,0.0252024,0.130815,187,1
907,0.0276026,0.130662,183,1
908,0.0300028,0.130594,183,1
909,0.0324031,0.130662,186,1
910,0.0348033,0.131036,191,1
911,0.0372035,0.131019,192,1
912,0.0396037,0.131087,196,1
913,0.0420039,0.131087,195,1
914,0.0444042,0.131087,192,1
915,0.0468044,0.131036,193,1
916,0.0492046,0.131053,196,1
917,0.0516048,0.131019,197,1
918,0.0540051,0.130985,196,1
919,0.0564053,0.131087,196,1
920,0.0588055,0.131104,195,1
921,0.0612057,0.131053,195,1
922,0.063606,0.131053,198,1
923,0.0660062,0.131087,197,1
924,0.0684064,0.131002,193,1
925,0.0708066,0.131036,192,1
926,0.0732069,0.131121,194,1
927,0.0756071,0.131274,197,1
928,0.0780073,0.131291,194,1
929,0.0804075,0.131019,190,1
930,0.0828077,0.130951,193,1
931,0.085208,0.130968,193,1
932,0.0876082,0.130883,189,1
933,0.0900084,0.130781,184,1
934,0.0924086,0.130628,183,1
935,0.0948089,0.130662,185,1
936,0.0972091,0.130679,186,1
937,0.0996093,0.130577,184,1
938,0.10201,0.130594,186,1
939,0.10441,0.13073,187,1
940,0.10681,0.130696,183,1
941,0.10921,0.130815,181,1
942,0.11161,0.130662,179,1
943,0.114011,0.130662,182,1
944,0.116411,0.130747,183,1
945,0.118811,0.130764,183,1
946,0.121211,0.130798,183,1
947,0.123612,0.130866,182,1
948,0.126012,0.130747,180,1
949,0.128412,0.130679,184,1
950,0.130812,0.130475,189,1
951,0.133212,0.130526,192,1
952,0.135613,0.130492,189,1
953,0.138013,0.130713,193,1
954,0.140413,0.130951,196,1
955,0.142813,0.130696,190,1
956,0.145214,0.131002,192,1
957,0.147614,0.131325,194,1
958,0.150014,0.131495,193,1
959,0.152414,0.131036,183,1
960,0.154814,0.130849,183,1
961,0.157215,0.130543,182,1
962,0.159615,0.130509,176,1
963,0.162015,0.131155,183,1
964,0.164415,0.130951,182,1
965,0.166816,0.130764,181,1
966,0.169216,0.130475,175,1
967,0.171616,0.130577,179,1
968,0.174016,0.130883,188,1
969,0.176416,0.130815,186,1
970,0.178817,0.130577,180,1
971,0.181217,0.130577,180,1
972,0.183617,0.130713,187,1
973,0.186017,0.130696,188,1
974,0.188418,0.130679,187,1
975,0.190818,0.130747,187,1
976,0.193218,0.13107,198,1
977,0.195618,0.130781,194,1
978,0.198018,0.130475,192,1
979,0.200419,0.130475,195,1
980,0.202819,0.130407,193,1
981,0.205219,0.130373,186,1
982,0.207619,0.130577,189,1
983,0.21002,0.130509,194,1
984,0.21242,0.130628,199,1
985,0.21482,0.130832,203,1
986,0.21722,0.130849,199,1
987,0.21962,0.130883,198,1
988,0.222021,0.130985,199,1
989,0.224421,0.130747,189,1
990,0.226821,0.130713,186,1
991,0.229221,0.130747,185,1
992,0.231622,0.130764,184,1
993,0.234022,0.130866,183,1
994,0.236422,0.130713,177,1
995,0.238822,0.130645,170,1
996,0.241222,0.130679,165,1
997,0.243623,0.130492,160,1
998,0.246023,0.130169,155,1
999,0.248423,0.130169,155,1
1000,0.250823,0.130339,156,1
1001,0.253224,0.130441,157,1
1002,0.255624,0.13056,158,1
1003,0.258024,0.130628,163,1
1004,0.260424,0.130815,168,1
1005,0.262824,0.130883,168,1
1006,0.265225,0.130679,165,1
1007,0.267625,0.130611,167,1
1008,0.270025,0.130628,168,1
1009,0.272425,0.130883,171,1
1010,0.274826,0.130985,172,1
1011,0.277226,0.130662,166,1
1012,0.279626,0.130611,167,1
1013,0.282026,0.130747,172,1
1014,0.284427,0.130679,170,1
1015,0.286827,0.130696,168,1
1016,0.289227,0.130645,164,1
1017,0.291627,0.130764,167,1
1018,0.294027,0.130968,171,1
1019,0.296428,0.131002,169,1
1020,0.298828,0.130917,168,1
1021,0.301228,0.130815,166,1
1022,0.303628,0.130543,165,1
1023,0.306029,0.130713,171,1
1024,0.308429,0.13073,177,1
1025,0.310829,0.130526,173,1
1026,0.313229,0.130271,168,1
1027,0.315629,0.130458,171,1
1028,0.31803,0.130849,178,1
1029,0.32043,0.130832,177,1
1030,0.32283,0.130781,178,1
1031,0.32523,0.130662,177,1
1032,0.327631,0.130441,178,1
1033,0.330031,0.130186,178,1
1034,0.332431,0.129999,175,1
1035,0.334831,0.130067,177,1
1036,0.337231,0.130118,180,1
1037,0.339632,0.130118,174,1
1038,0.342032,0.130033,184,1
1039,0.344432,0.129999,186,1
1040,0.346832,0.12988,187,1
1041,0.349233,0.129778,187,1
1042,0.351633,0.129965,187,1
1043,0.354033,0.129897,185,1
1044,0.356433,0.130016,185,1
1045,0.358833,0.130101,186,1
1046,0.361234,0.129744,186,1
1047,0.363634,0.129625,186,1
1048,0.366034,0.129846,186,1
1049,0.368434,0.13022,188,1
1050,0.370835,0.130475,189,1
1051,0.373235,0.130271,184,1
1052,0.375635,0.129982,173,1
1053,0.378035,0.130135,171,1
1054,0.380435,0.130118,173,1
1055,0.382836,0.129761,171,1
1056,0.385236,0.129744,173,1
1057,0.387636,0.129795,178,1
1058,0.390036,0.129863,180,1
1059,0.392437,0.130084,182,1
1060,0.394837,0.130254,183,1
1061,0.397237,0.130033,178,1
1062,0.399637,0.129744,174,1
1063,0.402037,0.129761,176,1
1064,0.404438,0.129897,179,1
1065,0.406838,0.129778,178,1
1066,0.409238,0.129693,177,1
1067,0.411638,0.129829,177,1
1068,0.414039,0.13005,179,1
1069,0.416439,0.13005,180,1
1070,0.418839,0.129999,178,1
1071,0.421239,0.130152,177,1
1072,0.423639,0.130135,171,1
1073,0.42604,0.129965,164,1
1074,0.42844,0.13005,164,1
1075,0.43084,0.130101,166,1
1076,0.43324,0.130016,169,1
1077,0.435641,0.130033,173,1
1078,0.438041,0.130067,175,1
1079,0.440441,0.13005,175,1
1080,0.442841,0.130118,177,1
1081,0.445241,0.129948,175,1
1082,0.447642,0.129948,173,1
1083,0.450042,0.130067,171,1
1084,0.452442,0.130033,166,1
1085,0.454842,0.129897,162,1
1086,0.457243,0.129744,161,1
1087,0.459643,0.129676,159,1
1088,0.462043,0.129846,160,1
1089,0.464443,0.129999,160,1
1090,0.466843,0.129999,161,1
1091,0.469244,0.130033,164,1
1092,0.471644,0.130067,170,1
1093,0.474044,0.130152,174,1
1094,0.476444,0.130101,171,1
1095,0.478845,0.129948,170,1
1096,0.481245,0.129591,168,1
1097,0.483645,0.129523,170,1
1098,0.486045,0.129404,170,1
1099,0.488445,0.129132,166,1
1100,0.490846,0.129251,164,1
1101,0.493246,0.1292,164,1
1102,0.495646,0.129489,165,1
1103,0.498046,0.129676,169,1
1104,0.500447,0.12988,173,1
1105,0.502847,0.129642,170,1
1106,0.505247,0.129319,165,1
1107,0.507647,0.129251,161,1
1108,0.510047,0.129234,163,1
1109,0.512448,0.129387,169,1
1110,0.514848,0.129523,174,1
1111,0.517248,0.129982,180,1
1112,0.519648,0.129761,177,1
1113,0.522049,0.129642,177,1
1114,0.524449,0.129574,177,1
1115,0.526849,0.129455,172,1
1116,0.529249,0.129421,170,1
1117,0.531649,0.129489,173,1
1118,0.53405,0.129574,174,1
1119,0.53645,0.129744,176,1
1120,0.53885,0.129846,177,1
1121,0.54125,0.130118,178,1
1122,0.543651,0.13005,174,1
1123,0.546051,0.129676,167,1
1124,0.548451,0.129693,167,1
1125,0.550851,0.129676,166,1
1126,0.553252,0.129506,165,1
1127,0.555652,0.129387,164,1
1128,0.558052,0.129353,162,1
1129,0.560452,0.129319,161,1
1130,0.562852,0.129302,159,1
1131,0.565253,0.129302,159,1
1132,0.567653,0.129285,160,1
1133,0.570053,0.129421,162,1
1134,0.572453,0.129404,165,1
1135,0.574854,0.129387,167,1
1136,0.577254,0.129421,167,1
1137,0.579654,0.129319,167,1
1138,0.582054,0.129285,168,1
1139,0.584454,0.129234,170,1
1140,0.586855,0.129217,173,1
1141,0.589255,0.129268,172,1
1142,0.591655,0.129217,171,1
1143,0.594055,0.129047,171,1
1144,0.596456,0.129064,173,1
1145,0.598856,0.129183,173,1
1146,0.601256,0.129353,177,1
1147,0.603656,0.129489,182,1
1148,0.606056,0.129387,182,1
1149,0.608457,0.129285,179,1
1150,0.610857,0.129217,180,1
1151,0.613257,0.12937,175,1
1152,0.615657,0.129557,171,1
1153,0.618058,0.129676,173,1
1154,0.620458,0.129812,178,1
1155,0.622858,0.129727,173,1
1156,0.625258,0.129744,172,1
1157,0.627658,0.129795,172,1
1158,0.630059,0.129676,168,1
1159,0.632459,0.129625,163,1
1160,0.634859,0.129591,161,1
1161,0.637259,0.129574,164,1
1162,0.63966,0.129472,164,1
1163,0.64206,0.129489,164,1
1164,0.64446,0.129472,169,1
1165,0.64686,0.129421,169,1
1166,0.64926,0.12937,169,1
1167,0.651661,0.129319,170,1
1168,0.654061,0.129319,166,1
1169,0.656461,0.129438,169,1
1170,0.658861,0.129421,165,1
1171,0.661262,0.129489,166,1
1172,0.663662,0.12937,166,1
1173,0.666062,0.129506,158,1
1174,0.668462,0.129676,157,1
1175,0.670862,0.129642,155,1
1176,0.673263,0.129948,154,1
1177,0.675663,0.130033,155,1
1178,0.678063,0.129761,155,1
1179,0.680463,0.129727,157,1
1180,0.682864,0.129659,158,1
1181,0.685264,0.129472,159,1
1182,0.687664,0.129353,157,1
1183,0.690064,0.129081,151,1
1184,0.692464,0.129438,151,1
1185,0.694865,0.129744,153,1
1186,0.697265,0.129659,151,1
1187,0.699665,0.129574,148,1
1188,0.702065,0.129472,141,1
1189,0.704466,0.129608,142,1
1190,0.706866,0.129761,144,1
1191,0.709266,0.12954,135,1
1192,0.711666,0.129421,129,1
1193,0.714066,0.129421,135,1
1194,0.716467,0.129421,143,1
1195,0.718867,0.129251,144,1
1196,0.721267,0.129132,137,1
1197,0.723667,0.129319,134,1
1198,0.726068,0.129625,140,1
1199,0.728468,0.129795,148,1
1200,0.730868,0.129761,149,1
1201,0.733268,0.129744,142,1
1202,0.735668,0.130067,128,1
1203,0.738069,0.130203,109,1
1204,0.740469,0.129863,105,1
1205,0.742869,0.129846,122,1
1206,0.745269,0.129931,146,1
1207,0.74767,0.12988,158,1
1208,0.75007,0.129829,160,1
1209,0.75247,0.129812,163,1
1210,0.75487,0.129523,164,1
1211,0.75727,0.129506,168,1
1212,0.759671,0.129727,173,1
1213,0.762071,0.129642,179,1
1214,0.764471,0.129642,179,1
1215,0.766871,0.129591,175,1
1216,0.769272,0.129489,173,1
1217,0.771672,0.129523,172,1
1218,0.774072,0.129506,169,1
1219,0.776472,0.129472,164,1
1220,0.778872,0.129438,162,1
1221,0.781273,0.129625,162,1
1222,0.783673,0.129506,165,1
1223,0.786073,0.12954,165,1
1224,0.788473,0.129557,164,1
1225,0.790874,0.129421,161,1
1226,0.793274,0.129302,157,1
1227,0.795674,0.129268,161,1
1228,0.798074,0.129183,156,1
1229,0.800475,0.129438,159,1
1230,0.802875,0.129319,164,1
1231,0.805275,0.129268,171,1
1232,0.807675,0.129319,172,1
1233,0.810075,0.1292,174,1
1234,0.812476,0.129115,174,1
1235,0.814876,0.129166,169,1
1236,0.817276,0.129217,170,1
1237,0.819676,0.1292,171,1
1238,0.822077,0.129268,172,1
1239,0.824477,0.129523,174,1
1240,0.826877,0.129574,172,1
1241,0.829277,0.129489,172,1
1242,0.831677,0.129506,173,1
1243,0.834078,0.129438,177,1
1244,0.836478,0.129166,178,1
1245,0.838878,0.129217,176,1
1246,0.841278,0.129387,175,1
1247,0.843679,0.129285,176,1
1248,0.846079,0.1292,178,1
1249,0.848479,0.1292,179,1
1250,0.850879,0.129404,178,1
1251,0.853279,0.129472,175,1
1252,0.85568,0.129438,174,1
1253,0.85808,0.12954,174,1
1254,0.86048,0.129574,172,1
1255,0.86288,0.129455,168,1
1256,0.865281,0.129285,164,1
1257,0.867681,0.129183,164,1
1258,0.870081,0.129166,166,1
1259,0.872481,0.129183,166,1
1260,0.874881,0.129132,168,1
1261,0.877282,0.129149,169,1
1262,0.879682,0.129336,172,1
1263,0.882082,0.129319,168,1
1264,0.884482,0.129166,163,1
1265,0.886883,0.129183,170,1
1266,0.889283,0.129387,177,1
1267,0.891683,0.129795,185,1
1268,0.894083,0.12954,184,1
1269,0.896483,0.129149,175,1
1270,0.898884,0.128877,170,1
1271,0.901284,0.128877,167,1
1272,0.903684,0.128996,168,1
1273,0.906084,0.129183,170,1
1274,0.908485,0.129047,168,1
1275,0.910885,0.129115,163,1
1276,0.913285,0.129064,162,1
1277,0.915685,0.129251,164,1
1278,0.918085,0.129234,164,1
1279,0.920486,0.129234,165,1
1280,0.922886,0.129166,162,1
1281,0.925286,0.129081,157,1
1282,0.927686,0.129489,158,1
1283,0.930087,0.129506,159,1
1284,0.932487,0.129166,154,1
1285,0.934887,0.129149,157,1
1286,0.937287,0.129234,151,1
1287,0.939687,0.129319,153,1
1288,0.942088,0.129353,156,1
1289,0.944488,0.129404,155,1
1290,0.946888,0.129353,151,1
1291,0.949288,0.1292,149,1
1292,0.951689,0.129285,156,1
1293,0.954089,0.129302,158,1
1294,0.956489,0.129404,157,1
1295,0.958889,0.129421,157,1
1296,0.961289,0.129064,159,1
1297,0.96369,0.128979,164,1
1298,0.96609,0.1292,169,1
1299,0.96849,0.129183,173,1
1300,0.97089,0.129047,172,1
1301,0.973291,0.128996,171,1
1302,0.975691,0.129081,173,1
1303,0.978091,0.128945,171,1
1304,0.980491,0.128741,168,1
1305,0.982891,0.128877,169,1
1306,0.985292,0.129098,172,1
1307,0.987692,0.129166,171,1
1308,0.990092,0.12903,169,1
1309,0.992492,0.128809,165,1
1310,0.994893,0.12886,164,1
1311,0.997293,0.12903,167,1
1312,0.999693,0.129064,169,1
1313,1.00209,0.129166,170,1
1314,1.00449,0.129132,167,1
1315,1.00689,0.128928,162,1
1316,1.00929,0.129081,162,1
1317,1.01169,0.1292,165,1
1318,1.01409,0.129098,163,1
1319,1.01649,0.129302,166,1
1320,1.01889,0.12903,165,1
1321,1.0213,0.128894,166,1
1322,1.0237,0.129098,163,1
1323,1.0261,0.12886,166,1
1324,1.0285,0.128826,169,1
1325,1.0309,0.128911,172,1
1326,1.0333,0.128911,177,1
1327,1.0357,0.128707,174,1
1328,1.0381,0.12852,171,1
1329,1.0405,0.12835,182,1
1330,1.0429,0.128588,185,1
1331,1.0453,0.128877,187,1
1332,1.0477,0.128775,183,1
1333,1.0501,0.128486,179,1
1334,1.0525,0.128503,179,1
1335,1.0549,0.128486,179,1
1336,1.0573,0.128758,178,1
1337,1.0597,0.128843,175,1
1338,1.0621,0.12886,173,1
1339,1.0645,0.128809,172,1
1340,1.0669,0.128656,172,1
1341,1.0693,0.12869,174,1
1342,1.0717,0.128877,173,1
1343,1.0741,0.128826,169,1
1344,1.0765,0.128792,166,1
1345,1.0789,0.128724,165,1
1346,1.0813,0.128741,164,1
1347,1.0837,0.128571,166,1
1348,1.0861,0.128656,171,1
1349,1.0885,0.128877,174,1
1350,1.0909,0.128894,174,1
1351,1.0933,0.128775,169,1
1352,1.0957,0.128707,165,1
1353,1.0981,0.128809,170,1
1354,1.1005,0.128996,173,1
1355,1.1029,0.129081,168,1
1356,1.1053,0.129013,161,1
1357,1.1077,0.128894,153,1
1358,1.1101,0.128843,144,1
1359,1.1125,0.128945,139,1
1360,1.1149,0.129081,139,1
1361,1.1173,0.128979,143,1
1362,1.1197,0.128571,146,1
1363,1.1221,0.128163,158,1
1364,1.1245,0.128282,165,1
1365,1.1269,0.128741,162,1
1366,1.12931,0.128622,150,1
1367,1.13171,0.128758,143,1
1368,1.13411,0.128775,131,1
1369,1.13651,0.12869,119,1
1370,1.13891,0.128792,118,1
1371,1.14131,0.12886,133,1
1372,1.14371,0.128775,149,1
1373,1.14611,0.128639,157,1
1374,1.14851,0.128503,165,1
1375,1.15091,0.12852,159,1
1376,1.15331,0.128469,159,1
1377,1.15571,0.128435,161,1
1378,1.15811,0.128588,168,1
1379,1.16051,0.128639,165,1
1380,1.16291,0.128707,170,1
1381,1.16531,0.128724,173,1
1382,1.16771,0.128758,167,1
1383,1.17011,0.128792,162,1
1384,1.17251,0.128673,161,1
1385,1.17491,0.128724,159,1
1386,1.17731,0.128673,161,1
1387,1.17971,0.128724,161,1
1388,1.18211,0.128554,160,1
1389,1.18451,0.128588,162,1
1390,1.18691,0.128741,162,1
1391,1.18931,0.128707,161,1
1392,1.19171,0.128571,164,1
1393,1.19411,0.128486,165,1
1394,1.19651,0.128469,164,1
1395,1.19891,0.128503,164,1
1396,1.20131,0.128605,167,1
1397,1.20371,0.128792,171,1
1398,1.20611,0.128809,169,1
1399,1.20851,0.12869,161,1
1400,1.21091,0.128826,160,1
1401,1.21331,0.128877,160,1
1402,1.21571,0.12886,160,1
1403,1.21811,0.128775,162,1
1404,1.22051,0.128639,162,1
1405,1.22291,0.128401,161,1
1406,1.22531,0.128418,155,1
1407,1.22771,0.128656,154,1
1408,1.23011,0.128571,153,1
1409,1.23251,0.128741,154,1
1410,1.23491,0.128877,166,1
1411,1.23732,0.128588,169,1
1412,1.23972,0.128656,161,1
1413,1.24212,0.129081,156,1
1414,1.24452,0.128911,153,1
1415,1.24692,0.128792,154,1
1416,1.24932,0.128673,156,1
1417,1.25172,0.128401,150,1
1418,1.25412,0.128197,143,1
1419,1.25652,0.128316,142,1
1420,1.25892,0.128605,152,1
1421,1.26132,0.128656,161,1
1422,1.26372,0.128537,167,1
1423,1.26612,0.128843,173,1
1424,1.26852,0.128707,170,1
1425,1.27092,0.128588,164,1
1426,1.27332,0.128571,165,1
1427,1.27572,0.128809,167,1
1428,1.27812,0.128877,163,1
1429,1.28052,0.128877,153,1
1430,1.28292,0.128894,141,1
1431,1.28532,0.128962,143,1
1432,1.28772,0.12903,153,1
1433,1.29012,0.129115,155,1
1434,1.29252,0.129285,148,1
1435,1.29492,0.129251,135,1
1436,1.29732,0.128826,120,1
1437,1.29972,0.128452,109,1
1438,1.30212,0.12852,108,1
1439,1.30452,0.128724,120,1
1440,1.30692,0.128673,136,1
1441,1.30932,0.128758,149,1
1442,1.31172,0.128894,156,1
1443,1.31412,0.128724,161,1
1444,1.31652,0.128741,163,1
1445,1.31892,0.128673,162,1
1446,1.32132,0.128775,164,1
1447,1.32372,0.128758,166,1
1448,1.32612,0.128758,167,1
1449,1.32852,0.128911,169,1
1450,1.33092,0.12886,172,1
1451,1.33332,0.128877,176,1
1452,1.33572,0.128962,174,1
1453,1.33812,0.128775,171,1
1454,1.34052,0.128588,169,1
1455,1.34292,0.128469,169,1
1456,1.34533,0.128503,173,1
1457,1.34773,0.128707,175,1
1458,1.35013,0.128741,171,1
1459,1.35253,0.128537,168,1
1460,1.35493,0.128537,161,1
1461,1.35733,0.128656,162,1
1462,1.35973,0.128622,166,1
1463,1.36213,0.128571,170,1
1464,1.36453,0.128571,169,1
1465,1.36693,0.128622,168,1
1466,1.36933,0.128673,168,1
1467,1.37173,0.128809,171,1
1468,1.37413,0.128826,171,1
1469,1.37653,0.128605,172,1
1470,1.37893,0.128571,176,1
1471,1.38133,0.128809,175,1
1472,1.38373,0.128775,174,1
1473,1.38613,0.128622,177,1
1474,1.38853,0.128571,179,1
1475,1.39093,0.128503,178,1
1476,1.39333,0.128486,180,1
1477,1.39573,0.128588,179,1
1478,1.39813,0.128809,179,1
1479,1.40053,0.128724,178,1
1480,1.40293,0.128452,176,1
1481,1.40533,0.128384,174,1
1482,1.40773,0.128537,167,1
1483,1.41013,0.128435,162,1
1484,1.41253,0.128316,167,1
1485,1.41493,0.128588,170,1
1486,1.41733,0.128775,169,1
1487,1.41973,0.128367,169,1
1488,1.42213,0.12835,171,1
1489,1.42453,0.12869,179,1
1490,1.42693,0.128775,181,1
1491,1.42933,0.128877,183,1
1492,1.43173,0.128622,180,1
1493,1.43413,0.128571,182,1
1494,1.43653,0.128639,182,1
1495,1.43893,0.128724,179,1
1496,1.44133,0.128826,179,1
1497,1.44373,0.128758,179,1
1498,1.44613,0.128741,171,1
1499,1.44853,0.128622,162,1
1500,1.45094,0.128503,158,1
1501,1.45334,0.128486,164,1
1502,1.45574,0.128554,164,1
1503,1.45814,0.128367,158,1
1504,1.46054,0.12835,156,1
1505,1.46294,0.128367,159,1
1506,1.46534,0.128265,161,1
1507,1.46774,0.128299,161,1
1508,1.47014,0.128537,161,1
1509,1.47254,0.128656,158,1
1510,1.47494,0.128588,152,1
1511,1.47734,0.128537,152,1
1512,1.47974,0.128435,156,1
1513,1.48214,0.128367,161,1
1514,1.48454,0.128401,157,1
1515,1.48694,0.128486,157,1
1516,1.48934,0.128367,163,1
1517,1.49174,0.128367,167,1
1518,1.49414,0.128469,168,1
1519,1.49654,0.128486,167,1
1520,1.49894,0.128622,161,1
1521,1.50134,0.128486,158,1
1522,1.50374,0.128452,158,1
1523,1.50614,0.128639,163,1
1524,1.50854,0.128571,160,1
1525,1.51094,0.128503,158,1
1526,1.51334,0.128724,164,1
1527,1.51574,0.128707,162,1
1528,1.51814,0.128299,160,1
1529,1.52054,0.128214,162,1
1530,1.52294,0.128333,167,1
1531,1.52534,0.128401,171,1
1532,1.52774,0.128333,172,1
1533,1.53014,0.128231,173,1
1534,1.53254,0.128248,173,1
1535,1.53494,0.128605,168,1
1536,1.53734,0.128775,167,1
1537,1.53974,0.128605,167,1
1538,1.54214,0.12852,167,1
1539,1.54454,0.128571,170,1
1540,1.54694,0.128537,174,1
1541,1.54934,0.128656,179,1
1542,1.55174,0.128741,183,1
1543,1.55414,0.128554,185,1
1544,1.55654,0.128435,183,1
1545,1.55895,0.128401,178,1
1546,1.56135,0.128469,173,1
1547,1.56375,0.128469,172,1
1548,1.56615,0.128605,174,1
1549,1.56855,0.128724,172,1
1550,1.57095,0.128486,175,1
1551,1.57335,0.128724,178,1
1552,1.57575,0.128741,174,1
1553,1.57815,0.12835,171,1
1554,1.58055,0.128554,169,1
1555,1.58295,0.128418,162,1
1556,1.58535,0.128384,163,1
1557,1.58775,0.128333,164,1
1558,1.59015,0.128435,167,1
1559,1.59255,0.128282,168,1
1560,1.59495,0.128435,168,1
1561,1.59735,0.128214,178,1
1562,1.59975,0.128384,180,1
1563,1.60215,0.128469,181,1
1564,1.60455,0.12835,179,1
1565,1.60695,0.128384,181,1
1566,1.60935,0.128299,180,1
1567,1.61175,0.128333,180,1
1568,1.61415,0.128248,178,1
1569,1.61655,0.128265,178,1
1570,1.61895,0.128401,179,1
1571,1.62135,0.12835,179,1
1572,1.62375,0.128316,178,1
1573,1.62615,0.128418,178,1
1574,1.62855,0.128401,180,1
1575,1.63095,0.128265,182,1
1576,1.63335,0.128299,185,1
1577,1.63575,0.128486,184,1
1578,1.63815,0.128333,179,1
1579,1.64055,0.128044,178,1
1580,1.64295,0.127857,176,1
1581,1.64535,0.128333,177,1
1582,1.64775,0.128673,178,1
1583,1.65015,0.12835,174,1
1584,1.65255,0.128146,176,1
1585,1.65495,0.128316,182,1
1586,1.65735,0.128282,178,1
1587,1.65975,0.128231,174,1
1588,1.66215,0.128384,171,1
1589,1.66455,0.128554,173,1
1590,1.66696,0.128197,167,1
1591,1.66936,0.128197,167,1
1592,1.67176,0.128333,167,1
1593,1.67416,0.128146,166,1
1594,1.67656,0.128299,167,1
1595,1.67896,0.128418,172,1
1596,1.68136,0.128231,169,1
1597,1.68376,0.12818,163,1
1598,1.68616,0.128418,162,1
1599,1.68856,0.128384,165,1
1600,1.69096,0.128146,170,1
1601,1.69336,0.128282,173,1
1602,1.69576,0.128401,170,1
1603,1.69816,0.128282,165,1
1604,1.70056,0.128316,163,1
1605,1.70296,0.128299,163,1
1606,1.70536,0.128265,167,1
1607,1.70776,0.128248,173,1
1608,1.71016,0.128452,177,1
1609,1.71256,0.128452,174,1
1610,1.71496,0.12818,173,1
1611,1.71736,0.128078,172,1
1612,1.71976,0.128248,170,1
1613,1.72216,0.127823,170,1
1614,1.72456,0.127772,171,1
1615,1.72696,0.127925,174,1
1616,1.72936,0.128078,176,1
1617,1.73176,0.12801,177,1
1618,1.73416,0.128044,173,1
1619,1.73656,0.128163,168,1
1620,1.73896,0.128027,168,1
1621,1.74136,0.128027,168,1
1622,1.74376,0.128027,163,1
1623,1.74616,0.128044,161,1
1624,1.74856,0.128095,159,1
1625,1.75096,0.128078,163,1
1626,1.75336,0.128129,170,1
1627,1.75576,0.128214,173,1
1628,1.75816,0.128299,171,1
